name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,genre,YOUTUBE,spotify
Heavenly,Heavenly,Cigarettes After Sex,0M6TLjxixptslrmQpWbRoR,8/28/2019,3,288594,0.539,0.617,0.432,0.692,0.11,0.133,-9.298,0.0249,105.196,8,4,Sad,Jazz,https://youtu.be/s1QCL9AGbO0?si=bd9oQAh6pik6ue6M,https://open.spotify.com/track/70YTBH8vOGJNMhy6186yFm?si=a988361a6dcb4458
Heavy,Home,Collective Soul,3vqt0fEt6I52ANHu7mAlIP,2/7/2006,55,177213,0.535,0.000919,0.854,0.00149,0.0676,0.618,-6.519,0.0368,106.929,1,4,Energetic,Electronic,https://youtu.be/bWmis3jZnSA?si=UyM7eCVFezHGY3kO,https://open.spotify.com/track/0IjNo5UcKTLAG2A1YWadTM?si=fc62323b213744be
Here Comes The Sun - Remastered 2009,Abbey Road (Remastered),The Beatles,6dGnYIeXmHdcikdzNNDMm2,9/26/1969,83,185733,0.557,0.0339,0.54,0.00248,0.179,0.394,-10.484,0.0347,129.171,9,4,Happy,Dance,https://youtu.be/KQetemT1sWc?si=hbPWZPDiNIEbAF_3,https://open.spotify.com/track/6dGnYIeXmHdcikdzNNDMm2?si=7ce9a8ca175e4647
Highway to Hell,Highway to Hell,AC/DC,2zYzyRzz6pRmhPzyfMEC8s,7/27/1979,83,208400,0.574,0.061,0.913,0.00158,0.156,0.423,-4.793,0.133,115.728,6,4,Happy,Hip-Hop,https://youtu.be/LMuDrj5BpM0?si=Cec1Ny99JP81MbJ9,https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s?si=43ca21041fb24deb
Holding On,Scary Kids Scaring Kids,Scary Kids Scaring Kids,48H6uWuBYeeZUiXwb5f69K,9/25/2007,45,261240,0.421,0.000442,0.935,0.000212,0.1,0.455,-5.153,0.0697,165.02,8,4,Energetic,Rock,https://youtu.be/cq51QQLkZuU?si=4aDHDcsTwRO8AVew,https://open.spotify.com/track/48H6uWuBYeeZUiXwb5f69K?si=b1c810e30e3d4244
Hollowman,Trapt,Trapt,3MOdqpj30w4Wk96bBwLJk9,11/5/2002,36,303013,0.502,0.000214,0.92,0,0.306,0.182,-4.588,0.0611,159.884,2,4,Energetic,Indie,https://youtu.be/-0apRTTYBQs?si=xKw2lmiRGYRESyXJ,https://open.spotify.com/track/3MOdqpj30w4Wk96bBwLJk9?si=b3773237bdcf48ae
Holy Water,Holy Water,Galantis,7Ga9ZSdPAcQXQvd1ObVFpm,9/27/2019,62,176657,0.587,0.0653,0.734,0.000571,0.398,0.401,-4.558,0.0407,125.848,9,4,Energetic,Country,https://youtu.be/uEMP3-l7I_k?si=N76a3lUx80mtbVAq,https://open.spotify.com/track/7Ga9ZSdPAcQXQvd1ObVFpm?si=0cb061ec0f274292
Home,Home,Lucas & Steve,3Qsp2uAtcDCrrlknJtUPj8,7/20/2018,46,189834,0.544,0.00851,0.932,0.00811,0.157,0.337,-5.816,0.0679,125.954,10,4,Energetic,Pop,https://youtu.be/B6-ZWFoSvOg?si=nyIV9iMUUB64go4P,https://open.spotify.com/track/3Qsp2uAtcDCrrlknJtUPj8?si=2b335a0787264cd0
"Honey, This Mirror Isn't Big Enough for the Two of Us","I Brought You My Bullets, You Brought Me Your Love",My Chemical Romance,5gNVTfD1L6QrPgOf0wFo0q,2002,54,231096,0.383,0.000328,0.946,1.13E-06,0.0537,0.534,-8.122,0.0789,108.591,1,4,Energetic,Folk,https://youtu.be/1luXLPkqsUI?si=pqr_pRFPbM964_7r,https://open.spotify.com/track/5gNVTfD1L6QrPgOf0wFo0q?si=7182541e48614a0d
Hoovela,Hoovela,Steve Aoki,1dssHOp3HpaK9o5c0CL7xU,10/5/2018,0,207295,0.341,0.00123,0.989,0.822,0.4,0.119,-3.828,0.111,103.48,4,1,Happy,Pop,https://youtu.be/NbpPzC0es-M?si=1uGmFTVxijlIgKCS,https://open.spotify.com/track/7rSnhSbdCeyZh8WaIJTt64?si=c12883262dd94504
How Bizarre,How Bizarre,OMC,6RT3PxDEQOa7m6tK502DNa,1996,0,224053,0.784,0.261,0.675,1.40E-06,0.293,0.854,-7.718,0.049,124.908,0,4,Happy,Soul,https://youtu.be/xo9vf9YmrqA?si=EDM013WSsA-YNESw,https://open.spotify.com/track/0wJyFu6JHwUoKQN5X3uzVe?si=ebff6df5c8514042
How To Fight,How To Fight,Eartheater,6ruBSXfnFc6raFDFm9YB3r,8/5/2020,38,211295,0.404,0.702,0.249,0.000911,0.171,0.284,-15.881,0.0472,120.221,7,4,Sad,Electronic,https://youtu.be/25BUOtJnmfA?si=j29yWYFcYTuCdWF3,https://open.spotify.com/track/7AlwyhnJAZgtIsm1GnEU3I?si=cfb64f7899db48fe
Human Connection,Human Connection,Cult Solo,1V17xHHZgIgZ6H14rinHdi,11/2/2017,49,328040,0.6,0.0938,0.882,0.912,0.0542,0.347,-8.394,0.0311,120.008,5,4,Happy,Metal,https://youtu.be/vtWCB-irqZ0?si=3MgkuaqSkX-xKd2o,https://open.spotify.com/track/1V17xHHZgIgZ6H14rinHdi?si=6eac9ac45f33435d
Humans (Let Me Love You),Humans (Let Me Love You),Sick Individuals,1IB1GFSTgmeecjscmAJ0lW,5/24/2019,59,161048,0.584,0.21,0.835,1.49E-06,0.126,0.371,-3.663,0.0584,128.106,7,4,Happy,Jazz,https://youtu.be/4mrynsQcpJo?si=DeMZHu_vDJ_XR5qk,https://open.spotify.com/track/4QtblWjS1ZLNnA4xVqKHvi?si=7924012d7f6c407c
Hunter,Hunter,Anna Calvi,2NRZo1Y3T6UaVCz1i8dMqm,7/31/2018,22,251693,0.439,0.316,0.454,0.000696,0.0901,0.388,-8.251,0.028,97.97,5,4,Sad,Metal,https://youtu.be/0DSLF0m9SGM?si=I5Y3vUiS6UMlc_Up,https://open.spotify.com/track/5MZasu6gZQe3IyXXKeIeDZ?si=c6777d15476b4689
Hypnagogia Well,Hypnagogia Well,Monocle Twins,2jpL7mFOMzRnbaSj790BfQ,10/17/2019,50,222000,0.545,0.771,0.253,0.922,0.108,0.0529,-17.953,0.033,115.848,2,4,Calm,Country,https://youtu.be/-1UmL7kIp7g?si=5MySJlwiTVcsOI-a,https://open.spotify.com/track/2jpL7mFOMzRnbaSj790BfQ?si=60dc10c617664398
I Can't Help (with Sarcastic Sounds),I Can't Help (with Sarcastic Sounds),Shoffy,1OdYu7mDO94ydUvfZPaPvP,2/7/2020,47,121250,0.714,0.393,0.4,0.000718,0.109,0.318,-8.264,0.0618,81.974,2,4,Sad,Hip-Hop,https://youtu.be/kht15T3Mx8o?si=TTvbxuC1au8xhGAl,https://open.spotify.com/track/74ltihS5olPtPcz4wq02bE?si=f1565e03a6d14a09
I Don't Know (feat. Samuel T. Herring),I Don't Know (feat. Samuel T. Herring),BADBADNOTGOOD,2rx8InAMTVDeZdkLUWHDmA,10/20/2017,0,256040,0.389,0.24,0.52,0.00467,0.337,0.654,-8.114,0.0332,134.329,0,4,Sad,Indie,https://youtu.be/0VWDMd6qETU?si=zrbJQFI0oKB24me5,https://open.spotify.com/album/4q2XBnJpqWE82KYP1dzZi8?si=qHkyz5hgQHqzPpPc9dDbLw
I Don't Trust That Bird of Prey,Requiescence,Random Forest,33gVbwdqw7aRX0Y2zM7qm3,10/4/2019,51,210500,0.52,0.605,0.305,0.899,0.16,0.0389,-14.38,0.0322,120.109,7,4,Calm,Dance,https://youtu.be/t-zEfdyRtWc?si=yr-KgYyp3rJiXLAg,https://open.spotify.com/track/33gVbwdqw7aRX0Y2zM7qm3?si=22b200ddbd144c55
I Stand Alone,"Good Times, Bad Times - Ten Years of Godsmack",Godsmack,6pGJTJaExyKwwXBmcoyVlY,1/1/2007,0,243840,0.211,4.51E-05,0.921,0,0.1,0.351,-4.468,0.0729,171.9,0,4,Energetic,Punk,https://youtu.be/kS6Pp10j4bw?si=eZhxs_Pn28UrkDET,https://open.spotify.com/track/49aRhw57RBNoj4uK3WbJLm?si=4dbf1f03a94b4f9d
I Took A Pill In Ibiza,"At Night, Alone.",Mike Posner,1PiKcVhlmHPvL7IPjx9dJk,5/6/2016,0,280800,0.636,0.618,0.319,1.70E-06,0.125,0.378,-10.065,0.0718,74.109,10,4,Sad,Dance,https://youtu.be/gJGJL-m3VXY?si=t4NQoyu7JhuwTntW,https://open.spotify.com/track/1MtUq6Wp1eQ8PC6BbPCj8P?si=ea69569695e24dc8
I Was Made For Lovin' You,Dynasty (Remastered Version),KISS,2ZSCy3P1QzpJySCWA6NRIU,3/23/1979,1,271240,0.768,0.213,0.852,7.45E-05,0.0723,0.867,-6.215,0.038,128.374,4,4,Happy,Indie,https://youtu.be/kLKr342VKaU?si=vxLn0O4XmRX0Ky5O,https://open.spotify.com/track/07q0QVgO56EorrSGHC48y3?si=df3a13e4f21b4e90
I Would Die 4 U,Purple Rain,Prince,6fBwVe6udYdnRqwqo06if8,6/25/1984,61,178986,0.731,0.0862,0.75,0.000388,0.202,0.639,-10.457,0.0321,135.406,2,4,Happy,Punk,https://youtu.be/ME_BDgebZXc?si=G-CkJKWaFings5o9,https://open.spotify.com/track/6fBwVe6udYdnRqwqo06if8?si=d5c00390fe5b4955
I dine øjne,I dine øjne,Efterklang,07htwTiSZVnQfdl38siCIn,8/21/2019,0,297249,0.67,0.762,0.417,0.0214,0.104,0.0708,-12.553,0.0404,121.13,8,4,Sad,Metal,https://youtu.be/jhCCGQFWkFc?si=DhB9AYW1q5yHOeGU,https://open.spotify.com/track/6PEaccEtgH7B0USn4sw0X5?si=e7aa10bd349844ad
I'm Not Okay (I Promise),Three Cheers for Sweet Revenge,My Chemical Romance,7lRlq939cDG4SzWOF4VAnd,6/8/2004,73,186480,0.21,0.00602,0.94,0,0.269,0.255,-3.427,0.123,179.722,9,4,Energetic,Classical,https://youtu.be/dhZTNgAs4Fc?si=LsUn_2m9xk2VJDb3,https://open.spotify.com/track/7lRlq939cDG4SzWOF4VAnd?si=0b5b45539a254556
I'm Your Man,And Nothing Hurt,Spiritualized,5FRWe0PkPj4CQ4fvibzTEh,9/7/2018,32,268655,0.429,0.475,0.356,0.481,0.125,0.0965,-7.615,0.0282,139.915,0,3,Sad,R&B,https://youtu.be/iOTAelwQ6Vw?si=5bWPNTAn8ok1KiNl,https://open.spotify.com/track/2SSes55gxgJtVAfOKCxddF?si=52774e96b57e4c43
I've Been Fine,LoveLaws,TT,0KyPBZ6PAxzpcAobqxhaHu,5/18/2018,23,241079,0.548,0.13,0.569,0.00134,0.0584,0.265,-6.215,0.039,75.082,11,4,Sad,Classical,https://youtu.be/Ammk8IbEyk8?si=V-jOQEJivLgh64FW,https://open.spotify.com/track/0KyPBZ6PAxzpcAobqxhaHu?si=473f9a3bcd274e6c
ID8,ID8,Dimitri Vangelis & Wyman,2jxfHzOYVLmGKejNRHvqoc,3/6/2020,51,197183,0.576,0.0198,0.948,0.000123,0.683,0.193,-4.251,0.0898,128.029,9,3,Happy,Classical,https://youtu.be/RhMgBKk5t4s?si=hCAkrBAFvGFvSE0a,https://open.spotify.com/track/1jRGpkMfIX72x6TN2hnkwb?si=e436044f92424d0e
If You Believe,Unification,Yonder Dale,0QurRfrHz1RGbdPpTx7lLV,5/22/2020,37,183428,0.575,0.937,0.202,0.441,0.103,0.142,-18.544,0.0444,139.943,8,4,Calm,Classical,https://youtu.be/KbFv25cLdkM?si=RZaMxrXQlbyEmc9O,https://open.spotify.com/track/0QurRfrHz1RGbdPpTx7lLV?si=1f42f26881484a8c
If You Think It's Love,Cheap Queen,King Princess,3iiL6merNpFNX1bny9sfvM,10/25/2019,57,203946,0.432,0.807,0.34,0,0.0864,0.449,-7.977,0.0824,135.172,5,4,Sad,Pop,https://youtu.be/4VH7VcJuNqk?si=jBOdfjb9E5qXYlab,https://open.spotify.com/track/3iiL6merNpFNX1bny9sfvM?si=804e668e31044bb3
Images,Images,DeLange,4sqIHHGPprOZNdW5zMx36p,6/5/2020,42,163666,0.387,0.993,0.00579,0.929,0.136,0.137,-21.823,0.0439,111.991,7,4,Calm,Country,https://youtu.be/YqgxyhdBlvw?si=APLO2hKvOTKaEQmI,https://open.spotify.com/track/4sqIHHGPprOZNdW5zMx36p?si=8d9bf9b707714bc2
In This Moment,In This Moment,Lucas Delphy,7FORBAxm1qwuwbYo7Rtz42,5/27/2019,51,158666,0.479,0.771,0.221,0.856,0.101,0.089,-19.689,0.0325,115.965,6,4,Calm,Punk,https://youtu.be/ZSTDFC3KiJA?si=VnS5pMulY-nj78c6,https://open.spotify.com/track/7FORBAxm1qwuwbYo7Rtz42?si=e93c11b42a1d453d
Indigo,Indigo,LEFT.,2qoKkOBw3dAd8AlITOQ2Ca,3/8/2019,49,196589,0.503,0.488,0.504,1.59E-06,0.122,0.67,-6.843,0.416,85.39,0,4,Sad,Metal,https://youtu.be/aqjJ1rYT2e0?si=4bPUFA09mtxxG9lw,https://open.spotify.com/track/2qoKkOBw3dAd8AlITOQ2Ca?si=1a22b9757ddc4694
Infinite Sustain,Infinite Sustain,Amaranth Cove,5AciiCKJKTLKRrAPSrKQy5,10/4/2019,57,149000,0.529,0.8,0.214,0.907,0.109,0.0903,-19.268,0.0315,124.069,6,4,Calm,Rock,https://youtu.be/pD_RXey1Ero?si=tVCQW3QCFaxhwaoj,https://open.spotify.com/track/5AciiCKJKTLKRrAPSrKQy5?si=81145ce7c41a4eeb
Ingénue,Ingénue,Eline Moss,6mgKP4yo57GTSMc3fJlyWm,11/18/2019,55,158176,0.283,0.993,0.122,0.905,0.0927,0.112,-23.074,0.0285,83.746,9,4,Calm,Dance,https://youtu.be/f2mRHPFuVp8?si=tfwy3u8Dx0R0pcmf,https://open.spotify.com/track/6mgKP4yo57GTSMc3fJlyWm?si=9afeab1dc1f1475f
Inside Of You,Every Man For Himself (Red Package),Hoobastank,6okaxit4V1bU6yIVVsP836,1/1/2006,0,188800,0.435,0.000203,0.884,0,0.0876,0.82,-3.468,0.0392,201.773,2,4,Energetic,R&B,https://youtu.be/pHo6TwRM7ys?si=EGumrhjJTgaXJ03H,https://open.spotify.com/track/0L6kmDJVeToMyh8mKWjMeY?si=84f3aa4c7b3f4ecc
Inside the Fire,Disturbed,Disturbed,1xHcapGIorRGVlBnWE7X4N,4/26/2010,12,231573,0.463,0.000233,0.962,0.109,0.0906,0.66,-6.43,0.0704,94.003,7,4,Energetic,Folk,https://youtu.be/gkhwK6Wlod8?si=6DGKD_w32YWjZEXI,https://open.spotify.com/track/5cxp9kjCFyJwzv3lzeX7ku?si=958ff8bb7ab245bf
Inside*,Inside*,Ton Snijders,3GuzB4BEWq3bhZM8YydysZ,6/12/2020,8,106573,0.266,0.99,0.0028,0.889,0.0933,0.151,-33.729,0.0493,132.581,7,4,Calm,Indie,https://youtu.be/QLXljkL4O1o?si=xV82qpmzsVKYZKoU,https://open.spotify.com/track/1cBYuaVm2mJVt1A22Owpze?si=ff32ffec5bc046ed
Intermezzo No. 1 in E Minor,Intermezzo No. 1 in E Minor,Manuel Ponce,1HTYYXCKpMWiHRd7qIb6ui,2014,7,174013,0.31,0.995,0.0987,0.86,0.714,0.0558,-25.408,0.0444,106.205,4,1,Calm,Soul,https://youtu.be/MB_vLRJhT2g?si=0RsbdbFkVMg5ild6,https://open.spotify.com/track/150Bw3QbPjlFcjmfJojLLf?si=b7a9d279e7b44f74
Into Black,Blouse,Blouse,5d8pKJxoDlYX2SoFR6RCsm,10/31/2011,47,208237,0.705,0.463,0.681,0.839,0.123,0.707,-8.278,0.0258,114.003,9,4,Sad,Folk,https://youtu.be/pSJ3ChWf7Sg?si=tWEccOarbwn5-SV4,https://open.spotify.com/track/0gZziRdBUBIeucaKpRiAYO?si=689a0991bbf8455d
Isonoe,GLIESE,Job Roggeveen,4sP8BZIZKGVq6jHOSPF17A,2/28/2020,23,159045,0.365,0.983,0.119,0.919,0.112,0.249,-20.962,0.0405,147.573,7,4,Calm,Electronic,https://youtu.be/A1hbkF3Du9c?si=u7UlTGX0h85nWluS,https://open.spotify.com/track/66BE8oOwDCXbhWeGcPT9NA?si=db680e1bde7f4944
It Takes Me Back,Hopeless Romantics,Emmrose,07FUh3cxCPNQFIIp8aSWCy,3/20/2020,41,142200,0.487,0.902,0.111,0.000107,0.35,0.179,-11.608,0.0356,87.161,5,4,Sad,Country,https://youtu.be/GlgbK5MDSeY?si=if_myo33WM_-f0Yv,https://open.spotify.com/track/07FUh3cxCPNQFIIp8aSWCy?si=e48455d30bc44f12
It's Goin' Down (feat. Mike Shinoda & Mr. Hahn),Built From Scratch,X-Ecutioners,6Xb5klX1nnSUxoh2AyZd54,2/26/2002,40,248573,0.674,0.00165,0.89,0.0136,0.0465,0.9,-3.953,0.274,104.862,8,4,Energetic,R&B,https://youtu.be/yZHXeHkLFzU?si=LgccQNHQmXpignwV,https://open.spotify.com/track/7qFEFcjmSAtODGtLYqraCq?si=e8b02bce5fca448d
It's My Fault,It's My Fault,Lolo Zouaï,3QP17SZh39ZVczQnopq9BE,4/24/2020,54,195986,0.647,0.815,0.235,1.78E-05,0.233,0.0382,-10.123,0.0389,129.85,8,4,Sad,Folk,https://youtu.be/shK2wvYSg-c?si=QZq0Cs-v0QDv3n2K,https://open.spotify.com/track/3QP17SZh39ZVczQnopq9BE?si=19668f9064cb4983
Jealous,Jealous,Labrinth,4L2K7JKseFCBoHMZEAszW0,11/21/2014,79,287693,0.435,0.873,0.155,0,0.107,0.0935,-8.948,0.046,128.532,1,3,Sad,Pop,https://youtu.be/50VWOBi0VFs?si=JUplszq9Wyf-yQaq,https://open.spotify.com/track/4G92yYrUs0cvY7G41YRI0z?si=8a244fec4dec4a13
"John Wayne Gacy, Jr.",Illinois,Sufjan Stevens,2gFBh7NnEfSeBoZZDB5d2C,7/5/2005,50,199920,0.463,0.917,0.179,1.73E-05,0.12,0.183,-14.852,0.0402,80.747,0,4,Sad,R&B,https://youtu.be/ZWpvMm27WIM?si=pNHXiIvqWhyAF8tI,https://open.spotify.com/track/2R3g9k14OAcUzZYwo90Tx6?si=864e1e4c9eaa4920
Juliens Journey,Juliens Journey,Reinhard Vanbergen,0DVw5GHPCUImZ8VmRdlbmx,5/29/2020,33,219213,0.578,0.994,0.0154,0.945,0.0799,0.244,-24.126,0.0987,123.953,2,3,Calm,Electronic,https://youtu.be/SCB9yEGikkc?si=Tlji4cIxJmTg85RD,https://open.spotify.com/track/6qze33Ixu1sa8DDC7IW0oq?si=9163f04c55a84f0d
Jupiter 4,Jupiter 4,Sharon Van Etten,64BirkPW9F4XgzoLAiOBCP,11/27/2018,39,314080,0.475,0.0168,0.498,0.492,0.137,0.0592,-10.609,0.0303,88.882,10,4,Sad,Rock,https://youtu.be/8YcfYLjdRNU?si=35r_-4q2GmahPzK-,https://open.spotify.com/track/74n118P9h9Sz2AwDSc3f8N?si=a26367c468cc4588
Just Can't Get Enough - Live in Hammersmith,Love In Itself.2 and Live Tracks,Depeche Mode,5LAdBsIfjzAsusjc6WSLmH,1/1/1983,56,335466,0.653,0.0082,0.975,0.5,0.678,0.911,-9.071,0.0409,126.919,0,4,Happy,Hip-Hop,https://youtu.be/WWrxW05Miig?si=bzb8irQNYXHMRyDg,https://open.spotify.com/track/65aJGPXs2i8orwZK9z8x4r?si=caad3ad8cadd45e4
Just Look at You,432 Water Crystals,369,62X7ld1sa8RHl4zRtSvfHf,2/21/2020,59,187385,0.558,0.985,0.249,0.925,0.103,0.111,-14.715,0.0303,94.991,7,4,Calm,Punk,https://youtu.be/glUpnjsiGQ4?si=ls8WwN_kGxhAs8Pv,https://open.spotify.com/track/62X7ld1sa8RHl4zRtSvfHf?si=a7fbd2c8a2024bcc
Just the Two of Us (feat. Bill Withers),Anthology,"Grover Washington, Jr.",1ko2lVN0vKGUl9zrU0qSlT,1985,70,237106,0.803,0.576,0.488,0.0609,0.0763,0.624,-9.303,0.0803,95.771,1,4,Happy,Rock,https://youtu.be/6POZlJAZsok?si=JaPiaORuRUz-qFxQ,https://open.spotify.com/track/1ko2lVN0vKGUl9zrU0qSlT?si=112ab79e6e59416f
K.,K.,Rosie Carney,6vG1pcmNGdG6Vu62I9nLGL,1/5/2018,58,269000,0.348,0.962,0.226,0.00483,0.135,0.173,-10.918,0.0386,129.251,3,3,Sad,Folk,https://youtu.be/5RT2JFArTeM?si=UzkIc1-viECyWeHK,https://open.spotify.com/track/6vG1pcmNGdG6Vu62I9nLGL?si=d27b2304bc124687
Kangaroo (Remastered),It'll End In Tears (Remastered),This Mortal Coil,1HdIqEOl9MxoJNsz33VOvW,1984,47,209093,0.19,0.768,0.167,0.164,0.126,0.0491,-11.298,0.0291,169.636,3,4,Sad,Electronic,https://youtu.be/rYW25RVAvfA?si=xlU6S-npFCj4-kQN,https://open.spotify.com/track/2HsOICaAi5bwnqyG7uO1Fo?si=275dd58b34ac4f4b
Kaolnite,Kaolnite,Burgundy Skies,4fItBSHKBcgKWixN1Idie5,3/15/2019,50,180689,0.247,0.622,0.231,0.87,0.0878,0.0485,-19.639,0.0328,174.014,1,4,Calm,Pop,https://youtu.be/siNJ4mTqc50?si=32BqSwlj47Ey8oZM,https://open.spotify.com/track/4fItBSHKBcgKWixN1Idie5?si=f55c16028de84147
Keep Going,Keep Going,Mark Milan,4Hhup3YZfajcC7O0DNbwCq,12/20/2019,31,200527,0.385,0.994,0.305,0.949,0.109,0.172,-12.044,0.0466,74.024,3,4,Calm,Rock,https://youtu.be/I-Z_JPCI9FE?si=_7cjQG6XhlDc_4to,https://open.spotify.com/track/4Hhup3YZfajcC7O0DNbwCq?si=f9663ef9495d49c4
Kids In The Dark,Kids In The Dark,Bat For Lashes,2dqq3YMX6nlJKXhrjY5W4J,6/10/2019,35,208613,0.47,0.524,0.526,0.00557,0.0856,0.257,-10.987,0.0307,138.978,1,4,Sad,Metal,https://youtu.be/1zFwP7W4V0k?si=BsbcItQBoOFKRS84,https://open.spotify.com/track/0uHt238vV35Ulgwmw4A0PI?si=fa6a1b9dfa564a80
Killing In The Name,Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,59WN2psjkt1tyaxjspN8fp,1992,78,313573,0.466,0.0266,0.833,0,0.0327,0.661,-4.215,0.304,88.785,7,4,Energetic,Folk,https://youtu.be/bWXazVhlyxQ?si=SzEkTJYMd3ES9uxg,https://open.spotify.com/track/59WN2psjkt1tyaxjspN8fp?si=f9d36dd317dc4a4c
Kinky Living,Clockdust,Rustin Man,4eMoWR7Lughvru6Rn97uPi,3/20/2020,19,285000,0.526,0.709,0.493,0.606,0.0993,0.574,-9.728,0.0428,154.071,2,4,Sad,Soul,https://youtu.be/03iMKiMNzAg?si=-8fdF9q_mbrtLTBk,https://open.spotify.com/track/4eMoWR7Lughvru6Rn97uPi?si=7cc92a0c5f424a20
Kinky Love,Flesh Balloon,Pale Saints,3Uz3K1Ctq6MOIDqRddKHXo,6/24/1991,46,244240,0.376,0.133,0.277,0,0.0643,0.309,-18.291,0.0357,178.814,1,4,Sad,Rock,https://youtu.be/GuruZTryO4w?si=4rfxYH8B8_IRiLNZ,https://open.spotify.com/track/5hUCTgttGB1eS4GJdPEQEM?si=df8ea1689f0b4630
Kiss,Parade - Music from the Motion Picture Under the Cherry Moon,Prince,62LJFaYihsdVrrkgUOJC05,3/31/1986,73,226240,0.898,0.0135,0.271,0.00138,0.0461,0.742,-12.238,0.091,111.485,7,4,Happy,Punk,https://youtu.be/U2QWdZ7m_3o?si=u_2RCbI2-i0Fxrlb,https://open.spotify.com/track/62LJFaYihsdVrrkgUOJC05?si=0373b8803121401f
Kiss On My List - Remastered,Hall & Oates,Daryl Hall & John Oates,3Jrf9MHZZWx3cXBeMkZWUu,5/15/2006,37,261200,0.806,0.138,0.847,0.00157,0.067,0.97,-4.47,0.0319,121.718,0,4,Happy,Indie,https://youtu.be/YOuhYuZLNYw?si=8WR_WwHK50AIE_gx,https://open.spotify.com/track/7cDzJyC95jtGO9zAeZsWOg?si=696bcbb6871d4398
Kiss You All Over - Single Edit,Kiss You All Over,Isaac Elton,1wHkIswzW9zGCOLDBYbHFL,10/3/2017,47,240383,0.696,0.0578,0.824,8.56E-06,0.158,0.667,-5.67,0.0538,126.023,0,4,Energetic,Hip-Hop,https://youtu.be/9PIZByTw16M?si=IF-rkhPTN0pegFgS,https://open.spotify.com/track/5mX4s6ld6xeYfn1P7Nzckn?si=16765fcca7f64673
Kite,Kite,YuMe,6a8U8DihiuewRpRQ2OOCVU,2/7/2020,35,110714,0.534,0.973,0.019,0.896,0.108,0.157,-26.071,0.0413,115.917,7,4,Calm,Soul,https://youtu.be/PtTsBNO-wkc?si=7ndPVm9k71pe-bWM,https://open.spotify.com/track/4xzIEj06KklwmNIAGeX3oX?si=8d9f684e420345a1
Klangfall - Piano Version,Klangfall (Piano Version),Joep Beving,4pWowM3xMkRYgHsIJDf61f,1/17/2020,42,353007,0.394,0.993,0.0807,0.944,0.0964,0.0394,-25.987,0.0318,124.904,0,4,Calm,Metal,https://youtu.be/mTckYA5HZlE?si=_HxrxBUlxlYid7ht,https://open.spotify.com/track/4pWowM3xMkRYgHsIJDf61f?si=3fa9513e8d1c4e4d
La Luz,Chapter I,City of the Sun,6iQ6AKHlGjQTrpZIqfOtyK,11/15/2019,49,303120,0.559,0.0463,0.441,0.763,0.115,0.389,-13.862,0.0398,94.014,7,4,Calm,Classical,https://youtu.be/Ac633qRlH5I?si=5h7GNiyL2F_JXKWg,https://open.spotify.com/track/6iQ6AKHlGjQTrpZIqfOtyK?si=4e2688fddda4455c
Last Time,Last Time,Johnning,7v3tuzPub1Qd490tiVddwF,5/15/2020,54,202480,0.628,0.111,0.587,0,0.156,0.4,-5.195,0.0441,140.01,7,4,Sad,Electronic,https://youtu.be/0Jn-vZOn4HY?si=1UGxmpL4IZZ6tx2W,https://open.spotify.com/track/7v3tuzPub1Qd490tiVddwF?si=149766cdc52e4e07
Late in the Evening,One-Trick Pony,Paul Simon,2h23bjG8B3bcD47HBu6bHG,8/1/1980,60,242706,0.72,0.199,0.88,0.0246,0.0865,0.961,-8.988,0.0406,118.623,5,4,Happy,Indie,https://youtu.be/ilzvuie7Bks?si=zz7CXl9cO88Md2aI,https://open.spotify.com/track/2h23bjG8B3bcD47HBu6bHG?si=7fd2efc8f42f481c
Laugavegur,Laugavegur,Dreyma,4nZSgFwgYUOyWcBX61JY6j,10/9/2018,56,188795,0.515,0.54,0.408,0.769,0.0916,0.308,-12.688,0.0385,115.002,7,4,Calm,R&B,https://youtu.be/9uB5CeY8yQY?si=sTsTT7opu6L2_NQu,https://open.spotify.com/track/4nZSgFwgYUOyWcBX61JY6j?si=1db839abe8224d04
Lay Your Head On Me (feat. Marcus Mumford),Lay Your Head On Me (feat. Marcus Mumford),Major Lazer,0oB9964bp22Bmok0Dmxlzb,3/26/2020,61,199895,0.658,0.0471,0.765,1.02E-05,0.0936,0.222,-7.002,0.0469,119.974,11,4,Happy,Dance,https://youtu.be/MltBRchhd70?si=7ryvK3mTEct8Uwt5,https://open.spotify.com/track/52T7DVaDgclYjDoPda2neA?si=00a1210639c748ef
Let It Go,Chaos And The Calm,James Bay,13HVjjWUZFaWilh2QUJKsP,12/15/2014,73,260533,0.546,0.818,0.311,1.65E-05,0.107,0.246,-10.396,0.0288,147.464,1,4,Sad,Electronic,https://youtu.be/GsPq9mzFNGY?si=06qyN1lvExk6h_V_,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP?si=9bd2006ad00b467d
